"agents,0,boundary,mass","agents,0,boundary,volume","agents,0,boundary,width","agents,0,boundary,length","agents,0,boundary,surface_area","agents,0,internal,protein","agents,1,boundary,mass","agents,1,boundary,volume","agents,1,boundary,width","agents,1,boundary,length","agents,1,boundary,surface_area","agents,1,internal,protein","agents,00,boundary,mass","agents,00,boundary,volume","agents,00,boundary,width","agents,00,boundary,length","agents,00,boundary,surface_area","agents,00,internal,protein","agents,01,boundary,mass","agents,01,boundary,volume","agents,01,boundary,width","agents,01,boundary,length","agents,01,boundary,surface_area","agents,01,internal,protein","agents,10,boundary,mass","agents,10,boundary,volume","agents,10,boundary,width","agents,10,boundary,length","agents,10,boundary,surface_area","agents,10,internal,protein","agents,11,boundary,mass","agents,11,boundary,volume","agents,11,boundary,width","agents,11,boundary,length","agents,11,boundary,surface_area","agents,11,internal,protein","colony_global,mass","colony_global,volume",time
1842.56601024236,1.6650397156261663,1.0,2.453327742823158,6.921958250303814,53091828.0,1842.5659755370943,1.6650396840759247,1.0,2.4533277026521425,6.921958124102847,53091827.0,1858.9502101212638,1.6798453764562946,1.0,2.472178895678014,6.981180893624328,53563923.5,1858.9502448265298,1.6798453764562946,1.0,2.472178895678014,6.981180893624328,53563924.5,1858.9503142370618,1.679845439556778,1.0,2.4721789760200448,6.981181146026262,53563926.5,1858.9503142370618,1.679845439556778,1.0,2.4721789760200448,6.981181146026262,53563926.5,3685.131985779454,3.330079399702091,10.0
1853.6546203538924,1.6750600093112364,1.0,2.46608597699285,6.962039425044097,53411336.0,1853.6545856486264,1.675059977760995,1.0,2.4660859368218344,6.96203929884313,53411335.0,1870.1374178933454,1.6899547364738763,1.0,2.4850505326243635,7.021618333694654,53886272.5,1870.1374525986116,1.689954768024118,1.0,2.485050572795379,7.021618459895621,53886273.5,1870.137522009143,1.6899548311246015,1.0,2.4850506531374097,7.021618712297555,53886275.5,1870.137522009143,1.6899548311246015,1.0,2.4850506531374097,7.021618712297555,53886275.5,3707.3092060025187,3.3501199870722314,11.0
1864.8099686918365,1.6851405639580839,1.0,2.4789209378020796,7.0023616436314855,53732767.0,1864.8099339865703,1.6851405324078421,1.0,2.478920897631064,7.0023615174305185,53732766.0,1881.39195388136,1.7001249253575867,1.0,2.49799961928853,7.062299089229497,54210561.5,1881.3919885866262,1.7001249569078287,1.0,2.4979996594595457,7.062299215430466,54210562.5,1881.392057997158,1.7001250200083118,1.0,2.4979997398015756,7.062299467832396,54210564.5,1881.392057997158,1.7001250200083118,1.0,2.4979997398015756,7.062299467832396,54210564.5,3729.619902678407,3.370281096365926,12.0
1876.032471719384,1.6952817897198513,1.0,2.4918331474740487,7.0429265466785544,54056133.0,1876.0324023088517,1.6952817581696094,1.0,2.491833107303033,7.0429264204775865,54056131.0,1892.7142692537655,1.7103563217103273,1.0,2.511026637722698,7.103224674640458,54536803.5,1892.7143039590312,1.7103563532605692,1.0,2.511026677893714,7.103224800841427,54536804.5,1892.714373369563,1.7103564163610527,1.0,2.5110267582357446,7.103225053243361,54536806.5,1892.714373369563,1.7103564163610527,1.0,2.5110267582357446,7.103225053243361,54536806.5,3752.064874028236,3.3905635478894607,13.0
1887.322476489194,1.7054840651994398,1.0,2.504823088060943,7.083735648596909,54381444.0,1887.322441783928,1.7054840020989561,1.0,2.5048230077189118,7.0837353961949745,54381443.0,1904.1047110632203,1.7206493356852413,1.0,2.52413211015007,7.144396730540115,54865008.5,1904.104745768486,1.720649367235483,1.0,2.524132150321085,7.14439685674108,54865009.5,1904.104815179018,1.7206494303359663,1.0,2.5241322306631164,7.144397109143015,54865011.5,1904.104815179018,1.7206494303359663,1.0,2.5241322306631164,7.144397109143015,54865011.5,3774.644918273122,3.4109680672983957,14.0
1898.6804688749908,1.7157477058992674,1.0,2.5178911612729165,7.124790211396219,54708714.0,1898.6804341697245,1.7157476743490254,1.0,2.5178911211019006,7.124790085195251,54708713.0,1915.5636610676506,1.7310042827847458,1.0,2.5373164382808002,7.185816518938133,55195187.5,1915.5636957729166,1.7310043143349874,1.0,2.5373164784518156,7.1858166451391,55195188.5,1915.5637651834486,1.7310043774354709,1.0,2.5373165587938464,7.185816897541034,55195190.5,1915.5637651834486,1.7310043774354709,1.0,2.5373165587938464,7.185816897541034,55195190.5,3797.360903044715,3.431495380248293,15.0
1910.1067959294326,1.726073153522719,1.0,2.531037929504187,7.166092001890026,55037953.0,1910.1067612241666,1.7260731219724768,1.0,2.5310378893331706,7.166091875689056,55037952.0,1927.091570435513,1.7414215100615005,1.0,2.5505800639960583,7.227485428045153,55527353.5,1927.0916051407792,1.7414215416117425,1.0,2.5505801041670737,7.22748555424612,55527354.5,1927.091674551311,1.741421604712226,1.0,2.550580184509105,7.227485806648055,55527356.5,1927.091674551311,1.741421604712226,1.0,2.550580184509105,7.227485806648055,55527356.5,3820.213557153599,3.4521462754951955,16.0
1921.6018741157118,1.7364607235722114,1.0,2.544263794464907,7.2076422820879955,55369173.0,1921.6018394104458,1.7364606920219696,1.0,2.5442637542938917,7.2076421558870285,55369172.0,1938.68885563,1.7519014276686482,1.0,2.5639235095190447,7.269405098473743,55861518.5,1938.6888903352663,1.7519014592188902,1.0,2.5639235496900605,7.269405224674711,55861519.5,1938.688959745798,1.7519015223193735,1.0,2.563923630032091,7.269405477076643,55861521.5,1938.6889944510638,1.7519015223193735,1.0,2.563923630032091,7.269405477076643,55861522.5,3843.2037135261576,3.4729214155941808,17.0
1933.166154602285,1.746910794650647,1.0,2.5575692382072646,7.249442566401738,55702387.0,1933.166119897019,1.7469107631004053,1.0,2.557569198036249,7.249442440200771,55702386.0,1950.3559331143022,1.762444414209091,1.0,2.5773472569019473,7.311577044635515,56197694.5,1950.356002524834,1.762444445759333,1.0,2.5773472970729627,7.311577170836482,56197696.5,1950.3560372301001,1.7624445088598164,1.0,2.577347377414994,7.3115774232384165,56197697.5,1950.356071935366,1.762444540410058,1.0,2.577347417586009,7.311577549439382,56197698.5,3866.332274499304,3.493821557751052,18.0
1944.8000191470778,1.757423776911168,1.0,2.570954782954459,7.291494495443821,56037606.0,1944.7999844418116,1.7574237453609263,1.0,2.5709547427834436,7.291494369242854,56037605.0,1962.0932540568767,1.7730508482857292,1.0,2.5908517881969493,7.354002780942066,56535894.5,1962.0932887621425,1.7730509113862127,1.0,2.59085186853898,7.354003033344,56535895.5,1962.0933581726747,1.7730509429364547,1.0,2.590851908709996,7.354003159544968,56535897.5,1962.0933581726747,1.7730509744866962,1.0,2.5908519488810113,7.354003285745935,56535897.5,3889.600003588889,3.5148475222720945,19.0
1956.5038842132815,1.7680000174064343,1.0,2.5844208705876617,7.333799457424887,56374842.0,1956.5038842132815,1.7679999858561923,1.0,2.5844208304166463,7.33379933122392,56374842.0,1973.9012002156494,1.7837211400517061,1.0,2.604437625627253,7.396683948005974,56876129.5,1973.901234920915,1.7837211716019477,1.0,2.6044376657982684,7.396684074206941,56876130.5,1973.901339036713,1.7837212347024316,1.0,2.6044377461402997,7.3966843266088755,56876133.5,1973.901339036713,1.7837212347024316,1.0,2.6044377461402997,7.3966843266088755,56876133.5,3913.007768426563,3.5360000032626266,20.0
1968.2782009693533,1.7786398947393467,1.0,2.597967983159057,7.376358966756537,56714108.0,1968.2782009693533,1.7786398947393467,1.0,2.597967983159057,7.376358966756537,56714108.0,1985.780222759077,1.7944556365596813,1.0,2.6181052110740284,7.4396219340378735,57218412.5,1985.780222759077,1.7944556681099226,1.0,2.618105251245044,7.4396220602388405,57218412.5,1985.7803268748746,1.794455762760648,1.0,2.61810537175809,7.439622438841742,57218415.5,1985.7803268748746,1.794455762760648,1.0,2.61810537175809,7.439622438841742,57218415.5,3936.5564019387066,3.5572797894786934,21.0
1980.1233858784844,1.7893438190630484,1.0,2.6115966428918465,7.419174664051343,57055416.0,1980.1233858784844,1.7893438190630484,1.0,2.6115966428918465,7.419174664051343,57055416.0,1997.7307381503513,1.8052547479627974,1.0,2.631855066760476,7.482818379650338,57562755.5,1997.7307381503513,1.8052547479627974,1.0,2.631855066760476,7.482818379650338,57562755.5,1997.7308422661488,1.8052548426135224,1.0,2.6318551872735223,7.482818758253239,57562758.5,1997.7308422661488,1.8052548426135224,1.0,2.6318551872735223,7.482818758253239,57562758.5,3960.246771756969,3.578687638126097,22.0
1992.0398554038666,1.8001121689804405,1.0,2.625307331838216,7.462248063720912,57398778.0,1992.0398206986008,1.8001121689804405,1.0,2.625307331838216,7.462248063720912,57398777.0,2009.753128147397,1.8161188528639558,1.0,2.6456876747387827,7.526274799254974,57909169.5,2009.753128147397,1.8161188528639558,1.0,2.6456876747387827,7.526274799254974,57909169.5,2009.753232263195,1.8161189475146806,1.0,2.645687795251828,7.526275177857872,57909172.5,2009.753232263195,1.8161189475146806,1.0,2.645687795251828,7.526275177857872,57909172.5,3984.0796761024676,3.600224337960881,23.0
2004.028026008691,1.8109453230944241,1.0,2.63910053205035,7.505580680176846,57744206.0,2004.027991303425,1.8109452915441826,1.0,2.6391004918793346,7.505580553975879,57744205.0,2021.8479133292046,1.8270482983158156,1.0,2.6596034768901164,7.5699925810624125,58257669.5,2021.8479133292046,1.8270482983158156,1.0,2.6596034768901164,7.5699925810624125,58257669.5,2021.8480174450026,1.8270483929665409,1.0,2.659603597403162,7.569992959665312,58257672.5,2021.8480174450026,1.8270483929665409,1.0,2.659603597403162,7.569992959665312,58257672.5,4008.056017312116,3.6218906146386067,24.0
2016.0883141561494,1.8218436600079009,1.0,2.6529767255804355,7.549174027830753,58091712.0,2016.0883141561494,1.8218436284576591,1.0,2.6529766854094206,7.549173901629787,58091712.0,2034.0154407484326,1.8380435575720042,1.0,2.6736030757797105,7.613973618087165,58608265.5,2034.0154754536982,1.8380435575720042,1.0,2.6736030757797105,7.613973618087165,58608266.5,2034.0155448642306,1.8380436522227297,1.0,2.673603196292757,7.613973996690067,58608268.5,2034.0155448642306,1.8380436522227297,1.0,2.673603196292757,7.613973996690067,58608268.5,4032.176628312299,3.64368728846556,25.0
2028.221205719964,1.8328075583237722,1.0,2.666936394480658,7.593029621094238,58441310.0,2028.221205719964,1.8328075583237722,1.0,2.666936394480658,7.593029621094238,58441310.0,2046.2561962788043,1.8491049461349387,1.0,2.68768687311772,7.658219172338904,58960971.5,2046.2562309840703,1.8491049776851802,1.0,2.6876869132887355,7.658219298539871,58960972.5,2046.2563003946022,1.8491050407856642,1.0,2.687686993630767,7.658219550941806,58960974.5,2046.2563003946022,1.8491050407856642,1.0,2.687686993630767,7.658219550941806,58960974.5,4056.442411439928,3.6656151166475444,26.0
2040.427117163327,1.843837459745422,1.0,2.6809801011452334,7.637149226780838,58793012.0,2040.4270824580612,1.843837459745422,1.0,2.6809801011452334,7.637149226780838,58793011.0,2058.5706657940427,1.8602329057080038,1.0,2.7018554312983607,7.7027310106311635,59315801.5,2058.5707004993087,1.8602329372582458,1.0,2.7018554714693765,7.702731136832132,59315802.5,2058.5707699098407,1.8602330003587293,1.0,2.7018555518114074,7.702731389234065,59315804.5,2058.5707699098407,1.8602330003587293,1.0,2.7018555518114074,7.702731389234065,59315804.5,4080.854199621388,3.687674919490844,27.0
2052.7064996546956,1.8549337428757517,1.0,2.695108327626347,7.681534359302156,59146831.0,2052.7064302441636,1.8549337113255102,1.0,2.695108287455332,7.681534233101191,59146829.0,2070.9591963468083,1.8714278779945843,1.0,2.71610931271585,7.747510899777488,59672765.5,2070.9592310520743,1.871427909544826,1.0,2.716109352886865,7.747511025978453,59672766.5,2070.959300462606,1.8714279726453098,1.0,2.7161094332288966,7.74751127838039,59672768.5,2070.959300462606,1.8714279726453098,1.0,2.7161094332288966,7.74751127838039,59672768.5,4105.412929898859,3.709867454201262,28.0
2065.059769657261,1.8660968178679052,1.0,2.709321596147201,7.726186659270771,59502779.0,2065.059700246729,1.8660967547674214,1.0,2.7093215158051693,7.726186406868834,59502777.0,2083.4222738108233,1.8826901784970984,1.0,2.730448919080341,7.792560101787543,60031877.5,2083.422308516089,1.8826902100473404,1.0,2.7304489592513566,7.79256022798851,60031878.5,2083.422412631887,1.8826902731478234,1.0,2.7304490395933874,7.792560480390444,60031881.5,2083.422412631887,1.8826902731478234,1.0,2.7304490395933874,7.792560480390444,60031881.5,4130.11946990399,3.7321935726353264,29.0
2077.4873783394796,1.8773270633247825,1.0,2.7236203887599797,7.77110764109828,59860869.0,2077.487308928948,1.877327000224299,1.0,2.7236203084179484,7.771107388696345,59860867.0,2095.960384059811,1.8940202489189302,1.0,2.744874812786052,7.837880383474872,60393151.5,2095.960453470343,1.8940202804691717,1.0,2.744874852957067,7.837880509675837,60393153.5,2095.9605575861406,1.8940203751198972,1.0,2.7448749734701137,7.837880888278739,60393156.5,2095.960522880874,1.8940203751198972,1.0,2.7448749734701137,7.837880888278739,60393155.5,4154.974687268428,3.7546540635490815,30.0
2089.98977686981,1.888624889399527,1.0,2.7380052276878843,7.816298945397258,60221114.0,2089.9897074592786,1.8886248262990437,1.0,2.7380051473458535,7.816298692995324,60221112.0,2108.573978262229,1.9054185309634646,1.0,2.7593875562271974,7.8834735116530075,60756600.5,2108.5740476727606,1.9054185940639483,1.0,2.7593876365692287,7.883473764054942,60756602.5,2108.5741170832925,1.9054186887146733,1.0,2.759387757082275,7.883474142657843,60756604.5,2108.5741170832925,1.905418657164431,1.0,2.7593877169112586,7.883474016456874,60756604.5,4179.979484329089,3.777249715698571,31.0
2102.5674164167094,1.8999907062452819,1.0,2.7524766351541166,7.8617622127802775,60583527.0,2102.5673470061774,1.8999906431447988,1.0,2.7524765548120858,7.8617619603783435,60583525.0,2121.2634728812686,1.9168854347838447,1.0,2.7739876716269807,7.9293411269345295,61122236.5,2121.2635422918,1.9168854978843277,1.0,2.7739877519690106,7.929341379336461,61122238.5,2121.263611702332,1.9168855609848114,1.0,2.7739878323110414,7.929341631738394,61122240.5,2121.263611702332,1.9168855609848114,1.0,2.7739878323110414,7.929341631738394,61122240.5,4205.134763422887,3.7999813493900807,32.0
2115.220748148635,1.9114249240151904,1.0,2.7670351333818775,7.9074990838599115,60948121.0,2115.2206787381024,1.9114248609147069,1.0,2.7670350530398466,7.9074988314579775,60948119.0,2134.029284380121,1.9284213389829714,1.0,2.7886756410375844,7.975484743731034,61490071.5,2134.0293537906527,1.9284214020834547,1.0,2.7886757213796156,7.975484996132969,61490073.5,2134.0294232011847,1.9284214651839382,1.0,2.7886758017216464,7.975485248534903,61490075.5,2134.0294232011847,1.9284214651839382,1.0,2.7886758017216464,7.975485248534903,61490075.5,4230.441426886737,3.8228497849298972,33.0
2127.9502232340424,1.9229279528623953,1.0,2.781681244594368,7.953511199248731,61314909.0,2127.9501538235104,1.9229278897619113,1.0,2.781681164252337,7.953510946846796,61314907.0,2146.8719680430413,1.9400266221637466,1.0,2.8034519465111973,8.021905876454134,61860121.5,2146.8720374535733,1.9400266852642298,1.0,2.803452026853228,8.021906128856068,61860123.5,2146.8721068641053,1.9400267483647133,1.0,2.803452107195259,8.021906381258002,61860125.5,2146.8721068641053,1.9400267483647133,1.0,2.803452107195259,8.021906381258002,61860125.5,4255.900377057553,3.8458558426243066,34.0
2140.7563275466573,1.9345002029400384,1.0,2.796415491014788,7.999800199559304,61683905.0,2140.7562581361253,1.934500139839555,1.0,2.796415410672757,7.999799947157369,61683903.0,2159.791940333221,1.9517017891300374,1.0,2.8183172307840647,8.068606544319298,62232398.5,2159.792009743753,1.9517018522305212,1.0,2.818317311126096,8.068606796721234,62232400.5,2159.792079154285,1.9517019153310047,1.0,2.8183173914681268,8.068607049123168,62232402.5,2159.792079154285,1.9517019153310047,1.0,2.8183173914681268,8.068607049123168,62232402.5,4281.512585682783,3.8690003427795934,35.0
2153.6394775496697,1.9461421159515067,1.0,2.811238435037356,8.046367851605176,62055121.0,2153.6394081391372,1.946142052851023,1.0,2.811238354695325,8.046367599203242,62055119.0,2172.789617713852,1.9634472184847465,1.0,2.8332719759083735,8.115588261738136,62606914.5,2172.789687124384,1.9634472815852302,1.0,2.833272056250405,8.115588514140072,62606916.5,2172.789791240182,1.9634473446857137,1.0,2.833272136592436,8.115588766542006,62606919.5,2172.789791240182,1.9634473446857137,1.0,2.833272136592436,8.115588766542006,62606919.5,4307.278885688807,3.8922841688025294,36.0
2166.600124411537,1.9578540704996996,1.0,2.8261505587142564,8.09321566979795,62428570.0,2166.600089706271,1.9578540073992157,1.0,2.8261504783722247,8.093215417396012,62428569.0,2185.865520763922,1.9752632888307744,1.0,2.848316663936309,8.162852543122249,62983684.5,2185.865590174454,1.9752633519312581,1.0,2.84831674427834,8.16285279552418,62983686.5,2185.8657289955177,1.9752634465819834,1.0,2.8483168647913866,8.162853174127083,62983690.5,2185.865694290252,1.9752634465819834,1.0,2.8483168647913866,8.162853174127083,62983689.5,4333.200214117807,3.9157080778989153,37.0
2179.6387887112483,1.9696364767377608,1.0,2.84115238426869,8.140345294750194,62804267.0,2179.638754005982,1.969636445187519,1.0,2.841152344097674,8.140345168549224,62804266.0,2199.0201700624216,1.9871504734217473,1.0,2.8634518974331025,8.21040128148614,63362723.5,2199.0202394729536,1.987150536522231,1.0,2.8634519777751333,8.210401533888074,63362725.5,2199.0203435887515,1.9871506627231978,1.0,2.863452138459195,8.210402038691942,63362728.5,2199.0203435887515,1.9871506311729565,1.0,2.86345209828818,8.210401912490976,63362728.5,4359.27754271723,3.93927292192528,38.0
2192.7559216172613,1.9814898079193166,1.0,2.856244514265889,8.187758619476416,63182225.0,2192.7558869119953,1.9814897763690744,1.0,2.856244474094873,8.187758493275446,63182224.0,2212.2539473672755,1.9991092455112924,1.0,2.878678278963986,8.258236369844319,63744042.5,2212.2540167778075,1.999109308611776,1.0,2.878678359306017,8.258236622246253,63744044.5,2212.2541555988714,1.9991094032625014,1.0,2.8786784798190634,8.258237000849155,63744048.5,2212.2541555988714,1.9991094032625014,1.0,2.8786784798190634,8.258237000849155,63744048.5,4385.511808529256,3.962979584288391,39.0
2205.952009003299,1.9934144741975102,1.0,2.8714274709290555,8.235457284589192,63562458.0,2205.951974298033,1.9934144426472684,1.0,2.8714274307580396,8.235457158388224,63562457.0,2225.5673385522073,2.0111399521520688,1.0,2.8939962504101304,8.306359196407424,64127655.5,2225.567442668005,2.0111400152525523,1.0,2.8939963307521612,8.306359448809358,64127658.5,2225.5675467838028,2.0111401414535193,1.0,2.8939964914362233,8.306359953613228,64127661.5,2225.5675814890687,2.0111401414535193,1.0,2.8939964914362233,8.306359953613228,64127662.5,4411.903983301332,3.986828916844779,40.0
2219.2275020378183,2.0054109172757264,1.0,2.8867018166524048,8.283443056902057,63944979.0,2219.227467332553,2.0054108857254844,1.0,2.886701776481389,8.283442930701089,63944978.0,2238.9608641962054,2.0232430350474613,1.0,2.9094063741657523,8.354771527988996,64513577.5,2238.9609683120034,2.0232431296981863,1.0,2.909406494678798,8.354771906591896,64513580.5,2238.9610724278014,2.023243224348912,1.0,2.9094066151918447,8.354772285194798,64513583.5,2238.9611071330673,2.0232432558991533,1.0,2.9094066553628597,8.354772411395762,64513584.5,4438.454969370371,4.01082180300121,41.0
2232.5828865945437,2.0174795473071074,1.0,2.9020680736591373,8.331717577027579,64329802.0,2232.5828518892777,2.0174795157568663,1.0,2.9020680334881224,8.331717450826615,64329801.0,2252.435010172994,2.0354189674510956,1.0,2.9249092527960814,8.403475257603532,64901822.5,2252.4351489940577,2.035419062101821,1.0,2.924909373309128,8.403475636206434,64901826.5,2252.4352184045897,2.0354191567525466,1.0,2.9249094938221747,8.403476014809335,64901828.5,2252.4352878151212,2.0354191883027886,1.0,2.9249095339931905,8.403476141010305,64901830.5,4465.165738483822,4.034959063063974,42.0
2246.018648547197,2.0296208059950396,1.0,2.9175268043434714,8.380282611779307,64716941.0,2246.018613841931,2.029620774444798,1.0,2.9175267641724565,8.380282485578341,64716940.0,2265.9902276510297,2.0476681910663586,1.0,2.940505448695338,8.452472152064583,65292403.5,2265.9903664720937,2.047668317267325,1.0,2.9405056093793993,8.452472656868451,65292407.5,2265.990435882625,2.0476683803678086,1.0,2.94050568972143,8.452472909270384,65292409.5,2265.9905052931576,2.047668443468292,1.0,2.940505770063461,8.452473161672318,65292411.5,4492.037262389127,4.059241580439838,43.0
2259.535273769502,2.041835135042906,1.0,2.9330785710996228,8.429139927970773,65106410.0,2259.5352390642356,2.0418351034926645,1.0,2.933078530928608,8.429139801769809,65106409.0,2279.6270719145678,2.059991116046391,1.0,2.95619548408672,8.501763851984714,65685336.5,2279.627210735632,2.059991242247358,1.0,2.956195644770782,8.50176435678858,65685340.5,2279.627245440898,2.059991305347841,1.0,2.956195725112812,8.501764609190513,65685341.5,2279.6273148514297,2.0599913684483253,1.0,2.9561958054548443,8.501764861592452,65685343.5,4519.070512833738,4.0836702385355705,44.0
