global_mass,global_volume,global_width,global_length,global_surface_area,global_divide,global_dead,cell_counts_AcrAB-TolC_RNA,cell_counts_AcrAB-TolC,cell_AcrAB-TolC_RNA,cell_AcrAB-TolC,cell_antibiotic,cell_porin,external_antibiotic,fluxes_import,time
4752.39898099115,4.320362709991955e-15,1.0,5.834189983294263,17.54325022776697,1.0,0.0,2601.0,2569428.0,0.001,0.9875644250052035,0.9328530782105477,0.01,1.00000000732149,0.0,4386.0
4753.7717258614775,4.321610659874072e-15,1.0,5.835778922434021,17.54824202729543,1.0,0.0,2602.0,2570203.0,0.001,0.9875768605801982,0.9328674181660668,0.01,1.0000000073264714,0.0,4387.0
4755.144867253328,4.322858970230299e-15,1.0,5.837368320543672,17.55323526872034,1.0,0.0,2603.0,2570977.0,0.001,0.9875892837196181,0.9328817502929738,0.01,1.0000000073314528,0.0,4388.0
4756.518405281237,4.324107641164762e-15,1.0,5.838958177755792,17.558229952458195,1.0,0.0,2604.0,2571752.0,0.001,0.9876016944358984,0.9328960745963113,0.01,1.0000000073364341,0.0,4389.0
4757.892340059775,4.325356672781615e-15,1.0,5.840548494202993,17.563226078925602,1.0,0.0,2604.0,2572528.0,0.001,0.9876140927414625,0.9329103910811177,0.01,1.0000000073414155,0.0,4390.0
4759.266671703544,4.326606065185041e-15,1.0,5.842139270017927,17.568223648539306,1.0,0.0,2605.0,2573303.0,0.001,0.987626478648721,0.9329246997524275,0.01,1.0000000073463968,0.0,4391.0
4760.641400327178,4.327855818479254e-15,1.0,5.843730505333283,17.573222661716162,1.0,0.0,2606.0,2574078.0,0.001,0.9876388521700723,0.9329390006152714,0.01,1.0000000073513782,0.0,4392.0
4762.01652604535,4.329105932768501e-15,1.0,5.845322200281791,17.57822311887315,1.0,0.0,2607.0,2574854.0,0.001,0.9876512133179022,0.9329532936746757,0.01,1.0000000073563595,0.0,4393.0
4763.392048972758,4.330356408157053e-15,1.0,5.846914354996214,17.58322502042736,1.0,0.0,2607.0,2575630.0,0.001,0.9876635621045843,0.9329675789356634,0.01,1.0000000073613409,0.0,4394.0
4764.767969224139,4.331607244749219e-15,1.0,5.8485069696093595,17.58822836679602,1.0,0.0,2608.0,2576406.0,0.001,0.9876758985424797,0.932981856403253,0.01,1.0000000073663222,0.0,4395.0
