internal_EIIglc,internal_g6p_c,internal_pep_c,internal_pyr_c,internal_LacY,internal_lcts_p,external_glc__D_e,external_lcts_e,global_volume,global_width,global_length,global_surface_area,time
0.0018,32.978460120775445,-32.79846012077544,32.978460120775445,0.0,0.0,0.959856739365537,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,617.0
0.0018,33.03135405213751,-32.8513540521375,33.03135405213751,0.0,0.0,0.9597923536247834,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,618.0
0.0018,33.08424617308071,-32.9042461730807,33.08424617308071,0.0,0.0,0.959727969544569,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,619.0
0.0018,33.13713648353278,-32.95713648353277,33.13713648353278,0.0,0.0,0.9596635887854326,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,620.0
0.0018,33.19002498346815,-33.01002498346814,33.19002498346815,0.0,0.0,0.9595992096868352,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,621.0
0.0018,33.24291167281456,-33.06291167281455,33.24291167281456,0.0,0.0,0.9595348322487769,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,622.0
0.0018,33.29579655149974,-33.115796551499734,33.29579655149974,0.0,0.0,0.9594704581317967,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,623.0
0.0018,33.348679619498135,-33.16867961949813,33.348679619498135,0.0,0.0,0.9594060856753555,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,624.0
0.0018,33.401560876737484,-33.22156087673748,33.401560876737484,0.0,0.0,0.9593417148794533,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,625.0
0.0018,33.45444032314551,-33.274440323145505,33.45444032314551,0.0,0.0,0.9592773474046292,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,626.0
0.0018,33.50731795869667,-33.32731795869666,33.50731795869667,0.0,0.0,0.9592129815903442,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,627.0
0.0018,33.56019378331869,-33.38019378331868,33.56019378331869,0.0,0.0,0.9591486174365982,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,628.0
0.0018,33.613067796939305,-33.4330677969393,33.613067796939305,0.0,0.0,0.9590842566039303,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,629.0
0.0018,33.665939999532974,-33.48593999953297,33.665939999532974,0.0,0.0,0.9590198974318014,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,630.0
0.0018,33.718810391027425,-33.53881039102742,33.718810391027425,0.0,0.0,0.9589555399202115,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,631.0
0.0018,33.77167897135039,-33.59167897135038,33.77167897135039,0.0,0.0,0.9588911857296998,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,632.0
0.0018,33.82454574047633,-33.644545740476325,33.82454574047633,0.0,0.0,0.9588268331997271,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,633.0
0.0018,33.87741069833298,-33.69741069833297,33.87741069833298,0.0,0.0,0.9587624823302934,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,634.0
0.0018,33.93027384484806,-33.75027384484805,33.93027384484806,0.0,0.0,0.9586981347819378,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,635.0
0.0018,33.98313517999605,-33.80313517999604,33.98313517999605,0.0,0.0,0.9586337888941212,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,636.0
0.0018,34.035994703704674,-33.85599470370467,34.035994703704674,0.0,0.0,0.9585694446668437,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,637.0
0.0018,34.08885241590166,-33.908852415901656,34.08885241590166,0.0,0.0,0.9585051037606442,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,638.0
0.0018,34.1417083165615,-33.96170831656149,34.1417083165615,0.0,0.0,0.9584407645149838,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,639.0
0.0018,34.194562405611904,-34.0145624056119,34.194562405611904,0.0,0.0,0.9583764269298625,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,640.0
0.0018,34.247414682980605,-34.0674146829806,34.247414682980605,0.0,0.0,0.9583120926658192,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,641.0
0.0018,34.30026514864209,-34.12026514864208,34.30026514864209,0.0,0.0,0.9582477600623149,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,642.0
0.0018,34.353113802524085,-34.17311380252408,34.353113802524085,0.0,0.0,0.9581834291193497,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,643.0
0.0018,34.40596064455432,-34.22596064455431,34.40596064455432,0.0,0.0,0.9581191014974626,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,644.0
0.0018,34.458805674707286,-34.27880567470728,34.458805674707286,0.0,0.0,0.9580547755361145,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,645.0
0.0018,34.511648892910706,-34.3316488929107,34.511648892910706,0.0,0.0,0.9579904512353055,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,646.0
0.0018,34.564490299092306,-34.3844902990923,34.564490299092306,0.0,0.0,0.9579261302555745,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,647.0
0.0018,34.61732989322658,-34.437329893226575,34.61732989322658,0.0,0.0,0.9578618109363826,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,648.0
0.0018,34.67016767524127,-34.49016767524126,34.67016767524127,0.0,0.0,0.9577974932777297,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,649.0
0.0018,34.723003645064075,-34.54300364506407,34.723003645064075,0.0,0.0,0.9577331789401549,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,650.0
0.0018,34.77583780266952,-34.595837802669514,34.77583780266952,0.0,0.0,0.9576688662631191,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,651.0
0.0018,34.82867014798533,-34.64867014798532,34.82867014798533,0.0,0.0,0.9576045552466224,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,652.0
0.0018,34.88150068093921,-34.701500680939205,34.88150068093921,0.0,0.0,0.9575402475512037,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,653.0
0.0018,34.9343294015057,-34.75432940150569,34.9343294015057,0.0,0.0,0.9574759415163241,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,654.0
0.0018,34.9871563096125,-34.807156309612495,34.9871563096125,0.0,0.0,0.9574116371419835,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,655.0
0.0018,35.03998140518734,-34.859981405187334,35.03998140518734,0.0,0.0,0.957347336088721,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,656.0
0.0018,35.092804688204744,-34.91280468820474,35.092804688204744,0.0,0.0,0.9572830366959976,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,657.0
0.0018,35.145626158592435,-34.96562615859243,35.145626158592435,0.0,0.0,0.9572187389638132,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,658.0
0.0018,35.19844581627813,-35.018445816278124,35.19844581627813,0.0,0.0,0.9571544445527068,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,659.0
0.0018,35.25126366123636,-35.07126366123635,35.25126366123636,0.0,0.0,0.9570901518021395,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,660.0
0.0018,35.30407969339484,-35.12407969339483,35.30407969339484,0.0,0.0,0.9570258607121113,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,661.0
0.0018,35.356893912681294,-35.17689391268129,35.356893912681294,0.0,0.0,0.9569615729431611,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,662.0
0.0018,35.40970631907026,-35.22970631907025,35.40970631907026,0.0,0.0,0.95689728683475,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,663.0
0.0018,35.462516912489455,-35.28251691248945,35.462516912489455,0.0,0.0,0.9568330023868779,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,664.0
0.0018,35.51532569286659,-35.33532569286658,35.51532569286659,0.0,0.0,0.9567687212600838,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,665.0
0.0018,35.56813266017622,-35.38813266017621,35.56813266017622,0.0,0.0,0.9567044417938289,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,666.0
0.0018,35.62093781434606,-35.44093781434605,35.62093781434606,0.0,0.0,0.9566401639881129,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,667.0
0.0018,35.673741155303816,-35.49374115530381,35.673741155303816,0.0,0.0,0.956575889503475,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,668.0
0.0018,35.72654268302406,-35.54654268302405,35.72654268302406,0.0,0.0,0.9565116166793762,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,669.0
0.0018,35.77934239743449,-35.599342397434484,35.77934239743449,0.0,0.0,0.9564473455158164,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,670.0
0.0018,35.83214029846283,-35.652140298462825,35.83214029846283,0.0,0.0,0.9563830776733347,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,671.0
0.0018,35.884936386083645,-35.70493638608364,35.884936386083645,0.0,0.0,0.9563188114913921,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,672.0
0.0018,35.937730660224645,-35.75773066022464,35.937730660224645,0.0,0.0,0.9562545469699885,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,673.0
0.0018,35.99052312081354,-35.810523120813535,35.99052312081354,0.0,0.0,0.9561902857696629,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,674.0
0.0018,36.043313767824905,-35.8633137678249,36.043313767824905,0.0,0.0,0.9561260262298764,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,675.0
0.0018,36.09610260118645,-35.916102601186445,36.09610260118645,0.0,0.0,0.956061768350629,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,676.0
0.0018,36.148889620825884,-35.96888962082588,36.148889620825884,0.0,0.0,0.9559975137924597,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,677.0
0.0018,36.201674826717785,-36.02167482671778,36.201674826717785,0.0,0.0,0.9559332608948294,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,678.0
0.0018,36.25445821878987,-36.074458218789864,36.25445821878987,0.0,0.0,0.9558690096577382,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,679.0
0.0018,36.307239796969846,-36.12723979696984,36.307239796969846,0.0,0.0,0.9558047617417251,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,680.0
0.0018,36.3600195612323,-36.18001956123229,36.3600195612323,0.0,0.0,0.955740515486251,1.0,1.2172727272727275,1.0,1.8832131064245905,5.130890296890058,681.0
